"","wave","gor","sex","age_30","notwhite","urban","imd3","domain","SampSize","Direct_01","SD_01_adj","var_01_adj","w_01_inv","Direct_num","SD_num_adj","var_num_adj","w_num_inv"
"1",2003,10,0,0,0,0,1,"10_0_0_0_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"2",2004,10,0,0,0,0,1,"10_0_0_0_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"3",2005,10,0,0,0,0,1,"10_0_0_0_0_1",24,0.49815437708197,0.149402596876864,0.0223211359535509,44.8005873034844,2.15678924992139,0.532972816951431,0.284060023609143,3.52038272508195
"4",2006,10,0,0,0,0,1,"10_0_0_0_0_1",20,0.255523087835517,0.127006029969544,0.0161305316486248,61.9942368784389,1.86469143103433,0.512545920664015,0.262703320789323,3.80657540603364
"5",2007,10,0,0,0,0,1,"10_0_0_0_0_1",24,0.467673125455439,0.200006685055383,0.0400026740668433,24.9983288199441,2.18900649545338,0.65130381599601,0.424196660730964,2.35739715224733
"6",2008,10,0,0,0,0,1,"10_0_0_0_0_1",10,0.358524603995084,0.218475208877147,0.047731416893913,20.9505618117849,2.12427762864504,0.845168511883691,0.714309813479693,1.39995276717338
"7",2009,10,0,0,0,0,1,"10_0_0_0_0_1",17,0.212791895825215,0.117076007076173,0.0137067914329001,72.9565343498058,1.89739310789819,0.549449515198345,0.301894769751696,3.3124124701547
"8",2010,10,0,0,0,0,1,"10_0_0_0_0_1",21,0.527484879888558,0.183645170448151,0.0337255486289304,29.6511114171225,2.56342618981887,0.663494127535132,0.440224457273606,2.27156847712003
"9",2011,10,0,0,0,0,1,"10_0_0_0_0_1",21,0.449759397627152,0.167010873879236,0.0278926319939061,35.8517618637953,2.41232215872448,0.657698828023706,0.432567748383757,2.31177660317116
"10",2012,10,0,0,0,0,1,"10_0_0_0_0_1",11,0.606842182007153,0.342314197926505,0.117179010102067,8.53395159362559,2.38424816766183,1.05508243331443,1.1131989410887,0.898312029494037
"11",2013,10,0,0,0,0,1,"10_0_0_0_0_1",16,0.518509277611819,0.184782703150955,0.0341446473837738,29.2871672903911,2.33416964945403,0.644219026909502,0.415018154632226,2.40953314653467
"12",2014,10,0,0,0,0,1,"10_0_0_0_0_1",16,0.637814691895236,0.22297952392872,0.0497198680914784,20.1126840916014,2.58167002969463,0.732003490210387,0.535829109680188,1.86626665467439
"13",2015,10,0,0,0,0,1,"10_0_0_0_0_1",12,0.493514456431146,0.205556051258069,0.0422532902088101,23.6667960070833,2.30667594841233,0.827300892597594,0.684426766892776,1.46107669713137
"14",2016,10,0,0,0,0,1,"10_0_0_0_0_1",11,0.45074920456717,0.198385369430939,0.0393567548042502,25.4085989806255,2.18355388706695,0.755959454028785,0.571474696135499,1.74985875448612
"15",2017,10,0,0,0,0,1,"10_0_0_0_0_1",11,0.574153781168614,0.22183009771826,0.049208592253693,20.3216542924971,2.53971040957357,0.800514447945755,0.640823381369898,1.5604923744547
"16",2018,10,0,0,0,0,1,"10_0_0_0_0_1",9,0.780442189773736,0.343572199214219,0.118041856072895,8.47157129910314,2.73577384984903,1.06776576832506,1.14012373600681,0.877097781949896
"17",2019,10,0,0,0,0,1,"10_0_0_0_0_1",11,0.431385482014524,0.200654726928904,0.0402623194389129,24.837118525107,2.32934760931525,0.766571203977338,0.587631410767265,1.70174701637257
"18",2022,10,0,0,0,0,1,"10_0_0_0_0_1",8,0.578716066499181,0.280689793434473,0.0787867601382873,12.6924879033583,2.33554669417696,0.929870573392854,0.864659283261955,1.15652491028312
"19",2023,10,0,0,0,0,1,"10_0_0_0_0_1",6,0.206208027188212,0.206114395959156,0.0424831442216079,23.5387473861075,1.82142059262888,0.881444756350553,0.776944858497886,1.28709262834091
"20",2003,10,0,0,0,0,2,"10_0_0_0_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"21",2004,10,0,0,0,0,2,"10_0_0_0_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"22",2005,10,0,0,0,0,2,"10_0_0_0_0_2",60,0.505121268107646,0.0959066914151,0.00919809345819122,108.718182147787,2.17002453588758,0.328313942807328,0.107790045041693,9.27729457403232
"23",2006,10,0,0,0,0,2,"10_0_0_0_0_2",48,0.714174760870854,0.141277505497599,0.0199593335596242,50.1018732420458,2.62558468360116,0.45656926872868,0.208455497147442,4.79718699523042
"24",2007,10,0,0,0,0,2,"10_0_0_0_0_2",65,0.400411312340193,0.0890897476409783,0.0079369831347332,125.99245620466,2.13353495149873,0.340767219086288,0.116122297603802,8.61161052300139
"25",2008,10,0,0,0,0,2,"10_0_0_0_0_2",43,0.416421576247806,0.0967475680807848,0.00936009192954609,106.836557538863,2.23108157207183,0.405092567792679,0.164099988480866,6.09384564409399
"26",2009,10,0,0,0,0,2,"10_0_0_0_0_2",51,0.545589701240264,0.120138946707078,0.0144333665158861,69.2839053798952,2.44968647533336,0.414705603690325,0.171980737732157,5.8146046655376
"27",2010,10,0,0,0,0,2,"10_0_0_0_0_2",52,0.474287738386901,0.0995333925745164,0.00990689623739281,100.939787400375,2.46352483659427,0.401912162291448,0.161533386197788,6.19067069376954
"28",2011,10,0,0,0,0,2,"10_0_0_0_0_2",47,0.531839434973753,0.141772599870822,0.0200994700741323,49.7525554809021,2.41860454437158,0.474467415072177,0.225119327965273,4.44208859824892
"29",2012,10,0,0,0,0,2,"10_0_0_0_0_2",22,0.439828515660614,0.148917026359298,0.022176280739696,45.0932242307873,2.10887467729202,0.549772357551258,0.302249645127468,3.30852332209776
"30",2013,10,0,0,0,0,2,"10_0_0_0_0_2",37,0.684624047451606,0.16028773426988,0.0256921577573717,38.9223828315112,2.63926104733522,0.526912727482958,0.27763702238353,3.60182511473053
"31",2014,10,0,0,0,0,2,"10_0_0_0_0_2",30,0.344227967940246,0.108564725523896,0.0117862996280788,84.8442710227454,2.30203904242275,0.482956361773598,0.23324684737759,4.2873033922776
"32",2015,10,0,0,0,0,2,"10_0_0_0_0_2",30,0.588769402893256,0.154084386654024,0.0237419982105467,42.1194539369386,2.50554470855765,0.524756122292727,0.275368987883699,3.63149099571933
"33",2016,10,0,0,0,0,2,"10_0_0_0_0_2",34,0.668235492332733,0.163914311499299,0.0268679015142891,37.2191330040484,2.66257345131806,0.549430247429889,0.301873596790869,3.3126447977919
"34",2017,10,0,0,0,0,2,"10_0_0_0_0_2",29,0.782395636459064,0.199840511358274,0.0399362299799365,25.0399199048681,2.85370729146435,0.641435003456771,0.411438863659588,2.43049475468941
"35",2018,10,0,0,0,0,2,"10_0_0_0_0_2",24,0.724401418519838,0.197548622389036,0.0390254582078057,25.6242987507059,2.71964710483324,0.655159288785663,0.429233693682136,2.32973323091579
"36",2019,10,0,0,0,0,2,"10_0_0_0_0_2",24,0.64112654240745,0.196873984708356,0.0387593658549462,25.8002157141172,2.83527178641225,0.732737140228647,0.536903716670455,1.86253134212104
"37",2022,10,0,0,0,0,2,"10_0_0_0_0_2",31,0.466073242039975,0.161258935039807,0.0260044441301725,38.4549654279945,2.38122797686033,0.552518362756784,0.305276541183437,3.27571845554654
"38",2023,10,0,0,0,0,2,"10_0_0_0_0_2",10,0.384734457644134,0.188464986084302,0.0355190509797563,28.1539053667267,2.38524935067761,1.01213844822453,1.02442423837435,0.976158082306693
"39",2003,10,0,0,0,0,3,"10_0_0_0_0_3",0,NA,NA,NA,NA,NA,NA,NA,NA
"40",2004,10,0,0,0,0,3,"10_0_0_0_0_3",0,NA,NA,NA,NA,NA,NA,NA,NA
"41",2005,10,0,0,0,0,3,"10_0_0_0_0_3",18,0.543517350357751,0.193304639940799,0.0373666838226418,26.7618075167287,2.16539916534872,0.627598609207978,0.393880014279788,2.53884422602275
"42",2006,10,0,0,0,0,3,"10_0_0_0_0_3",28,0.60834450421068,0.161785258330342,0.0261744698130156,38.205167368958,2.48086494622135,0.537184358662657,0.28856703519181,3.46539929391208
"43",2007,10,0,0,0,0,3,"10_0_0_0_0_3",37,0.605999168667831,0.14976767041215,0.0224303551006824,44.5824417630185,2.40822307657929,0.490336466301904,0.240429850185438,4.15921733191084
"44",2008,10,0,0,0,0,3,"10_0_0_0_0_3",20,0.46782971640476,0.161144917509359,0.0259676844390981,38.5094020356454,2.38948833132067,0.614497373604071,0.377607022166301,2.6482558355591
"45",2009,10,0,0,0,0,3,"10_0_0_0_0_3",26,0.672893792752858,0.193114880360611,0.0372933570166932,26.8144270185272,2.69502876434348,0.634878339052894,0.403070505398561,2.48095553161645
"46",2010,10,0,0,0,0,3,"10_0_0_0_0_3",23,0.393706288840907,0.132441160258095,0.0175406609305103,57.0103945319755,2.21579946574147,0.521881295449396,0.27236008653994,3.67160993633095
"47",2011,10,0,0,0,0,3,"10_0_0_0_0_3",29,0.509897833613587,0.134975075748375,0.0182182710732795,54.8899506422807,2.40634035507174,0.503043798663443,0.253053063373746,3.95174034515856
"48",2012,10,0,0,0,0,3,"10_0_0_0_0_3",12,0.722357791563591,0.273365296219846,0.0747285851773642,13.381760107281,2.75634939645657,0.929885180279173,0.864686448502829,1.15648857656028
"49",2013,10,0,0,0,0,3,"10_0_0_0_0_3",9,0.262661379595172,0.160409212364792,0.0257311154114929,38.8634532163867,2.11551491362379,0.843442537755488,0.711395314495418,1.4056882012349
"50",2014,10,0,0,0,0,3,"10_0_0_0_0_3",18,0.578850244012517,0.18579742634545,0.0345206836365929,28.9681401019524,2.49553818193927,0.67776601177603,0.459366766718786,2.17690976459378
"51",2015,10,0,0,0,0,3,"10_0_0_0_0_3",12,0.972743211537818,0.325484324656731,0.105940045597248,9.43930120439721,3.26431601066049,1.08089275319562,1.16832914391081,0.855923183301448
"52",2016,10,0,0,0,0,3,"10_0_0_0_0_3",8,0.885409442845309,0.410379992315647,0.168411738092991,5.93782839203189,3.12805306931822,1.35030070145328,1.82331198434522,0.548452491173152
"53",2017,10,0,0,0,0,3,"10_0_0_0_0_3",14,0.895838123190803,0.297204915128585,0.0883307615765892,11.3210843216033,3.10183435317544,0.988443863744598,0.977021271774349,1.02351916881392
"54",2018,10,0,0,0,0,3,"10_0_0_0_0_3",15,0.776946829989829,0.282465869072822,0.0797869671910645,12.5333752516914,2.91766534561125,0.93261781109109,0.869775981564335,1.1497213319244
"55",2019,10,0,0,0,0,3,"10_0_0_0_0_3",7,0.567311691467321,0.372928109402002,0.139075374782152,7.19034553432916,2.76309838416382,1.47938891834862,2.1885915717327,0.456914854701876
"56",2022,10,0,0,0,0,3,"10_0_0_0_0_3",5,0.821919494686041,0.452474004843456,0.204732725059076,4.88441698664172,2.97711957262398,1.46214715301693,2.13787429707552,0.467754348966137
"57",2023,10,0,0,0,0,3,"10_0_0_0_0_3",3,0.345113200442121,0.344949847585238,0.118990397349079,8.40403950468648,2.02451006787567,1.27284750091557,1.62014076058702,0.617230319936938
"58",2003,10,0,0,0,1,1,"10_0_0_0_1_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"59",2004,10,0,0,0,1,1,"10_0_0_0_1_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"60",2005,10,0,0,0,1,1,"10_0_0_0_1_1",96,0.297692527886161,0.0608957462196794,0.0037082919076516,269.665933778466,2.0224425012552,0.273631542139706,0.0748742208537536,13.3557316336317
"61",2006,10,0,0,0,1,1,"10_0_0_0_1_1",80,0.379007603122648,0.0784434563218015,0.00615337583971038,162.512420181873,2.10285734663743,0.293816897051716,0.0863283689930987,11.5836776677658
"62",2007,10,0,0,0,1,1,"10_0_0_0_1_1",95,0.373406958863926,0.0726749342474512,0.00528164606787136,189.334913235302,2.11167353983078,0.276838855343025,0.0766397518276363,13.0480589531267
"63",2008,10,0,0,0,1,1,"10_0_0_0_1_1",90,0.39209708306745,0.096469097544998,0.00930628678114633,107.454242870089,2.1344329374894,0.345107624419345,0.119099272432363,8.39635691786363
"64",2009,10,0,0,0,1,1,"10_0_0_0_1_1",86,0.354641431105591,0.0684797675982114,0.00468947857030504,213.243324392663,2.20653151330178,0.303839637976075,0.0923185256054325,10.8320620746694
"65",2010,10,0,0,0,1,1,"10_0_0_0_1_1",79,0.440831109794115,0.0922557072886158,0.00851111552732276,117.49341162034,2.22644268937334,0.325313921924638,0.10582914779799,9.44919259775988
"66",2011,10,0,0,0,1,1,"10_0_0_0_1_1",83,0.627824633568004,0.112220817501008,0.0125935118805946,79.4059678889815,2.48759290758597,0.365125991965581,0.13331699000885,7.50091942470062
"67",2012,10,0,0,0,1,1,"10_0_0_0_1_1",70,0.36324316769778,0.0776974017547657,0.00603688623944146,165.648309465663,2.16859858363288,0.322726062693553,0.104152111541683,9.60134158777745
"68",2013,10,0,0,0,1,1,"10_0_0_0_1_1",67,0.489789850258144,0.105764144260033,0.0111860542110571,89.397027864529,2.31564867239881,0.364509026609635,0.132866830479904,7.5263329183671
"69",2014,10,0,0,0,1,1,"10_0_0_0_1_1",44,0.51065775190354,0.125294034804222,0.0156985951575217,63.6999674152926,2.45673960974454,0.472177449995236,0.222951544284003,4.48527954005183
"70",2015,10,0,0,0,1,1,"10_0_0_0_1_1",62,0.513898276534905,0.0998295593219862,0.00996594091442197,100.34175484152,2.53469588542682,0.380342924680719,0.144660740354683,6.91272557812281
"71",2016,10,0,0,0,1,1,"10_0_0_0_1_1",52,0.646050419500047,0.140708546156566,0.0197988949614945,50.5078693505285,2.56210823437061,0.464500703486736,0.215760903539673,4.63475997548428
"72",2017,10,0,0,0,1,1,"10_0_0_0_1_1",52,0.559109830772652,0.112597779374243,0.0126782599200108,78.8751773752205,2.49097103954553,0.410155960648394,0.168227912055407,5.94431677705566
"73",2018,10,0,0,0,1,1,"10_0_0_0_1_1",41,0.560145115913335,0.129398952188356,0.0167440888274444,59.7225689797433,2.48725512559058,0.471251235068337,0.222077726553433,4.50292794112963
"74",2019,10,0,0,0,1,1,"10_0_0_0_1_1",58,0.328559479107005,0.0858438217784187,0.00736916173752491,135.70064487903,2.09736852347217,0.337524365866444,0.113922697553545,8.77788203294594
"75",2022,10,0,0,0,1,1,"10_0_0_0_1_1",29,0.450699639768997,0.138100849371631,0.019071844597166,52.4333131441621,2.46371724778661,0.573356365230187,0.328737521549971,3.04194055879316
"76",2023,10,0,0,0,1,1,"10_0_0_0_1_1",27,0.223012705444261,0.105531635231718,0.0111369260346803,89.7913838060884,1.91799171329491,0.459955905340895,0.211559434857962,4.72680408071322
"77",2003,10,0,0,0,1,2,"10_0_0_0_1_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"78",2004,10,0,0,0,1,2,"10_0_0_0_1_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"79",2005,10,0,0,0,1,2,"10_0_0_0_1_2",71,0.512172854338009,0.0997858954362333,0.00995722492801089,100.429588286881,2.29233385728224,0.34045746102533,0.115911282767814,8.62728783705322
"80",2006,10,0,0,0,1,2,"10_0_0_0_1_2",67,0.407373721994117,0.092315606421806,0.00852217118902579,117.340989498982,2.24668801111499,0.345653666763001,0.119476457346708,8.36984977800361
"81",2007,10,0,0,0,1,2,"10_0_0_0_1_2",56,0.534427191583507,0.113009606803038,0.0127711712297772,78.3013540424863,2.39415473665145,0.387805636179715,0.150393211452754,6.64923629424692
"82",2008,10,0,0,0,1,2,"10_0_0_0_1_2",86,0.475579530463153,0.0913986982696608,0.0083537220453885,119.707119122072,2.25867893457249,0.323789008867432,0.104839322263354,9.53840580434145
"83",2009,10,0,0,0,1,2,"10_0_0_0_1_2",69,0.55990079135735,0.104310684866954,0.010880718977413,91.9056913496135,2.52113001814743,0.375466328962007,0.140974964184206,7.09345808872376
"84",2010,10,0,0,0,1,2,"10_0_0_0_1_2",76,0.356807285860189,0.0785472087188936,0.00616966399752944,162.083380942696,2.15584789621681,0.323240278795011,0.104484277835476,9.57081793276714
"85",2011,10,0,0,0,1,2,"10_0_0_0_1_2",59,0.584999308106364,0.133768666984662,0.0178940562668534,55.8844783478399,2.54728723705077,0.468292876282095,0.219298217976557,4.56000057468273
"86",2012,10,0,0,0,1,2,"10_0_0_0_1_2",38,0.531195951157995,0.144070929011262,0.020756432586168,48.1778357551864,2.44234802875935,0.508244297757162,0.25831226620267,3.87128344580975
"87",2013,10,0,0,0,1,2,"10_0_0_0_1_2",65,0.591180019214968,0.108163266225584,0.0116992921605865,85.4752566457719,2.47551704072776,0.387277410712429,0.149983792848124,6.66738706236492
"88",2014,10,0,0,0,1,2,"10_0_0_0_1_2",40,0.474455935799325,0.141826840336769,0.0201148526399114,49.7145078764248,2.3366807546737,0.480658542515239,0.231032634492873,4.32839283590841
"89",2015,10,0,0,0,1,2,"10_0_0_0_1_2",44,0.781536820229074,0.162096457879512,0.0262752616570843,38.0586124336608,2.86045489689553,0.537865033165086,0.289298793901679,3.45663383698675
"90",2016,10,0,0,0,1,2,"10_0_0_0_1_2",48,0.682246592201128,0.142281716375168,0.0202440868146638,49.3971404665016,2.70814489087188,0.467174777408611,0.218252272646785,4.58185377807442
"91",2017,10,0,0,0,1,2,"10_0_0_0_1_2",42,0.749738610158786,0.154528421544576,0.023879033065058,41.8777425901424,2.82867229088218,0.528753251137264,0.279580000588227,3.57679375454623
"92",2018,10,0,0,0,1,2,"10_0_0_0_1_2",39,0.593499534124861,0.139970255897776,0.0195916725360889,51.0420944489525,2.67234806930139,0.515409657214925,0.265647114750407,3.76439247585869
"93",2019,10,0,0,0,1,2,"10_0_0_0_1_2",39,0.567515576947002,0.146971592230428,0.0216006489227473,46.294905471424,2.55715716847561,0.516625255397268,0.266901654514293,3.74669839278366
"94",2022,10,0,0,0,1,2,"10_0_0_0_1_2",26,0.536649925222758,0.165438869417654,0.0273700195141915,36.5363276223276,2.49217464298668,0.614647570087273,0.377791635414189,2.6469617277356
"95",2023,10,0,0,0,1,2,"10_0_0_0_1_2",24,0.745296197582042,0.212902493004863,0.0453274715276858,22.0616762042243,2.66570542566188,0.669827746928531,0.448669210555352,2.22881351444246
"96",2003,10,0,0,0,1,3,"10_0_0_0_1_3",0,NA,NA,NA,NA,NA,NA,NA,NA
"97",2004,10,0,0,0,1,3,"10_0_0_0_1_3",0,NA,NA,NA,NA,NA,NA,NA,NA
"98",2005,10,0,0,0,1,3,"10_0_0_0_1_3",36,0.644728375633402,0.147068958928413,0.0216292786802873,46.2336268713107,2.5140586049843,0.480713433607938,0.231085405251133,4.3274044023388
"99",2006,10,0,0,0,1,3,"10_0_0_0_1_3",33,0.559409072834797,0.16325832517517,0.0266532807390014,37.5188334146314,2.37202833223519,0.540281320692774,0.291903905489528,3.42578492851263
"100",2007,10,0,0,0,1,3,"10_0_0_0_1_3",47,0.5209303530084,0.113159748623989,0.0128051287086445,78.0937093841878,2.56201522753505,0.432370695593348,0.186944418407876,5.34918350874856
"101",2008,10,0,0,0,1,3,"10_0_0_0_1_3",43,0.443015806099682,0.110036932936408,0.0121081266100515,82.5891595129056,2.41281766363649,0.481399310103169,0.231745295767807,4.31508219697341
"102",2009,10,0,0,0,1,3,"10_0_0_0_1_3",31,0.637179924803472,0.182522381134617,0.0333144196150503,30.0170320106143,2.73530931375427,0.623397674590354,0.388624660684661,2.57317690091578
"103",2010,10,0,0,0,1,3,"10_0_0_0_1_3",43,0.546514587899469,0.124582907377354,0.0155209008105944,64.4292500933588,2.48096222986808,0.446769813805613,0.199603266527902,5.00993805058903
"104",2011,10,0,0,0,1,3,"10_0_0_0_1_3",47,0.689959296997595,0.144825116237681,0.0209743142932578,47.6773631794699,2.78101069436926,0.509568085766269,0.259659634031499,3.85119544564516
"105",2012,10,0,0,0,1,3,"10_0_0_0_1_3",16,0.787937090855189,0.271690329795698,0.0738156353044949,13.5472653710142,2.82096312402081,0.849269679969516,0.721258989315524,1.38646452219473
"106",2013,10,0,0,0,1,3,"10_0_0_0_1_3",27,0.688618473548652,0.186281044966945,0.034700627713977,28.8179224953102,2.71511727856093,0.611856422228922,0.374368281422776,2.67116646794843
"107",2014,10,0,0,0,1,3,"10_0_0_0_1_3",24,0.695036077443288,0.201556027587398,0.0406248322568118,24.6154862542805,2.85181251506665,0.734071539156673,0.538861024599847,1.85576605905501
"108",2015,10,0,0,0,1,3,"10_0_0_0_1_3",30,0.828130121359181,0.200592585949393,0.0402373855378644,24.8525093425609,2.94328130527917,0.634198410070392,0.402207623335813,2.48627808619399
"109",2016,10,0,0,0,1,3,"10_0_0_0_1_3",22,0.589360568352486,0.198845792565758,0.0395396492211047,25.2910690837955,2.77348495983688,0.758869029611595,0.575882204103644,1.73646623020152
"110",2017,10,0,0,0,1,3,"10_0_0_0_1_3",22,0.717843476232101,0.234148973317677,0.0548257417057222,18.2396073247401,2.70733482533797,0.760133733531223,0.577803292852116,1.73069280215394
"111",2018,10,0,0,0,1,3,"10_0_0_0_1_3",20,0.854094904849139,0.23409945508968,0.0548025548732849,18.2473244598215,3.07910736609397,0.800880681241751,0.641409865586251,1.55906551123282
"112",2019,10,0,0,0,1,3,"10_0_0_0_1_3",19,0.876921549900985,0.238778165322221,0.0570150122346459,17.5392402948979,3.01363914425928,0.784705424749547,0.615762603631367,1.62400248748893
"113",2022,10,0,0,0,1,3,"10_0_0_0_1_3",13,0.731207338978702,0.286390717242004,0.0820196429223896,12.1922013357976,2.61717891141868,0.90308848083447,0.815568804215912,1.22613811959299
"114",2023,10,0,0,0,1,3,"10_0_0_0_1_3",11,0.729864102481276,0.301175245666909,0.0907065286025229,11.0245647739648,2.91442032290428,1.0702464402806,1.14542744293329,0.873036529873189
"115",2003,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"116",2004,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"117",2005,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"118",2006,10,0,0,1,0,1,"10_0_0_1_0_1",1,0,0.998593431675516,0.997188841785484,1.00281908310314,2,1.99830783418375,3.99323420016014,0.250423578952593
"119",2007,10,0,0,1,0,1,"10_0_0_1_0_1",1,1,0.998924432352271,0.997850021550306,1.00215461081652,3,2.99677329705681,8.98065019395275,0.111350512312946
"120",2008,10,0,0,1,0,1,"10_0_0_1_0_1",1,1,0.996511104966309,0.993034382321174,1.00701447784974,3,2.98953331489893,8.93730944089057,0.11189049753886
"121",2009,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"122",2010,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"123",2011,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"124",2012,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"125",2013,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"126",2014,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"127",2015,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"128",2016,10,0,0,1,0,1,"10_0_0_1_0_1",1,1,0.999453215660854,0.998906730294821,1.00109446625198,4,3.99781286264342,15.9825076847171,0.0625684041407485
"129",2017,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"130",2018,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"131",2019,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"132",2022,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"133",2023,10,0,0,1,0,1,"10_0_0_1_0_1",0,NA,NA,NA,NA,NA,NA,NA,NA
"134",2003,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"135",2004,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"136",2005,10,0,0,1,0,2,"10_0_0_1_0_2",3,0,0.19847024492941,0.0393904381223401,25.3868717299911,1.43952217564156,1.04592633133005,1.09396189056954,0.914108625373942
"137",2006,10,0,0,1,0,2,"10_0_0_1_0_2",1,0,0.998593431675516,0.997188841785484,1.00281908310314,2,1.99858576984177,3.99434507941403,0.250353932902237
"138",2007,10,0,0,1,0,2,"10_0_0_1_0_2",2,0.452929432700408,0.452457736853388,0.20471800363849,4.88476822862094,2.45292943270041,1.7428549919092,3.0375435228228,0.329213389861389
"139",2008,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"140",2009,10,0,0,1,0,2,"10_0_0_1_0_2",1,1,0.999306194669101,0.998612870704039,1.00138905609637,3,2.9979185840073,8.98751583633635,0.111265450677374
"141",2010,10,0,0,1,0,2,"10_0_0_1_0_2",2,1,0.742251278715202,0.550936960754352,1.81508969489138,3,2.22675383614561,4.95843264678917,0.201676632765709
"142",2011,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"143",2012,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"144",2013,10,0,0,1,0,2,"10_0_0_1_0_2",1,1,0.99962602963795,0.999252199129732,1.0007483604949,3,2.99887808891385,8.99326979216759,0.111194262277211
"145",2014,10,0,0,1,0,2,"10_0_0_1_0_2",1,0,0.998593431675516,0.997188841785484,1.00281908310314,2,1.99782990913543,3.99132434583607,0.25054340698802
"146",2015,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"147",2016,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"148",2017,10,0,0,1,0,2,"10_0_0_1_0_2",1,0,0.998593431675516,0.997188841785484,1.00281908310314,2,1.99879961829595,3.99519991410003,0.250300365814176
"149",2018,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"150",2019,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"151",2022,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"152",2023,10,0,0,1,0,2,"10_0_0_1_0_2",0,NA,NA,NA,NA,NA,NA,NA,NA
"153",2003,10,0,0,1,0,3,"10_0_0_1_0_3",0,NA,NA,NA,NA,NA,NA,NA,NA
"154",2004,10,0,0,1,0,3,"10_0_0_1_0_3",0,NA,NA,NA,NA,NA,NA,NA,NA
"155",2005,10,0,0,1,0,3,"10_0_0_1_0_3",2,0.389608344582959,0.389085314994383,0.151387382344278,6.60557032240537,2.38960834458296,1.68826716613872,2.85024602426207,0.350846906367986
"156",2006,10,0,0,1,0,3,"10_0_0_1_0_3",1,1,0.998496698246607,0.996995656409375,1.0030133968702,3,2.99549009473982,8.97296090768437,0.111445932985578
"157",2007,10,0,0,1,0,3,"10_0_0_1_0_3",1,0,0.998593431675516,0.997188841785484,1.00281908310314,2,1.99775885955395,3.99104046092629,0.25056122827878
"158",2008,10,0,0,1,0,3,"10_0_0_1_0_3",1,0,0.998593431675516,0.997188841785484,1.00281908310314,2,1.99800667150836,3.99203065939192,0.250499078118885
"159",2009,10,0,0,1,0,3,"10_0_0_1_0_3",0,NA,NA,NA,NA,NA,NA,NA,NA
"160",2010,10,0,0,1,0,3,"10_0_0_1_0_3",0,NA,NA,NA,NA,NA,NA,NA,NA
"161",2011,10,0,0,1,0,3,"10_0_0_1_0_3",1,0,0.998593431675516,0.997188841785484,1.00281908310314,2,1.99908498692501,3.99634078494898,0.250228910348737
